isogroup100038	sp|Q1ZXK2|FORG_DICDI
isogroup213293	sp|O94317|YH5D_SCHPO
isogroup213294	sp|Q01781|SAHH_PETCR
isogroup213311	sp|Q9FHW7|SKP1B_ARATH
isogroup213326	sp|Q9NQT8|KI13B_HUMAN
isogroup213337	sp|Q75VR0|TPC1B_TOBAC
isogroup213353	sp|P9WLZ3|Y1367_MYCTU
isogroup213402	sp|Q8YRI1|YY46_NOSS1
isogroup213406	sp|A6LAP3|SYP_PARD8
isogroup213408	sp|Q7M3S9|RNGB_DICDI
isogroup213418	sp|Q8CD54|PIEZ2_MOUSE
isogroup213423	sp|Q24JV9|L3BPA_DANRE
isogroup213468	sp|P40893|REE1_YEAST
isogroup213471	sp|O35638|STAG2_MOUSE
isogroup213474	sp|E0X9C7|TODS_PSEPT
isogroup213480	sp|Q89PW2|AZOR1_BRADU
isogroup213483	sp|Q8H0Z4|GT121_ARATH
isogroup213496	sp|Q5H7C0|CDC20_PIG
isogroup213502	sp|O48713|SMU2_ARATH
isogroup213515	sp|Q9SA18|AKH1_ARATH
isogroup213517	sp|Q8N3F8|MILK1_HUMAN
isogroup213525	sp|Q14651|PLSI_HUMAN
isogroup213527	sp|P51793|CLCN4_HUMAN
isogroup213548	sp|Q38953|DEAH5_ARATH
isogroup2135550	sp|Q7Z3E1|PARPT_HUMAN
isogroup213567	sp|Q2PC93|SSPO_CHICK
isogroup2135670	sp|B3EWZ3|CADN_ACRMI
isogroup2135671	sp|B3EWZ3|CADN_ACRMI
isogroup2135672	sp|B3EWZ3|CADN_ACRMI
isogroup2135673	sp|B3EWZ3|CADN_ACRMI
isogroup2135674	sp|B3EWZ3|CADN_ACRMI
isogroup2135675	sp|Q2PC93|SSPO_CHICK
isogroup213574	sp|Q16KN5|RETM_AEDAE
isogroup213585	sp|P38890|SET5_YEAST
isogroup213614	sp|Q76E23|IF4G_ARATH
isogroup213643	sp|Q9Z0Y8|CAC1I_RAT
isogroup213657	sp|Q9CWF6|BBS2_MOUSE
isogroup213675	sp|Q8LQJ8|FTSH5_ORYSJ
isogroup213680	sp|Q4V3B8|SIPL3_ARATH
isogroup213684	sp|Q5UPD4|YL060_MIMIV
isogroup213738	sp|Q8GYH8|SUT42_ARATH
isogroup213744	sp|P96687|YDFJ_BACSU
isogroup213745	sp|Q96RK4|BBS4_HUMAN
isogroup213758	sp|Q5T9S5|CCD18_HUMAN
isogroup213759	sp|Q9FNM7|RH26_ARATH
isogroup213760	sp|Q80W93|HYDIN_MOUSE
isogroup213768	sp|P53500|ACT_CYAM1
isogroup213770	sp|P09398|STRG_STRGR
isogroup213781	sp|P11144|HSP70_PLAFA
isogroup213794	sp|Q3U829|AP5Z1_MOUSE
isogroup2137940	sp|Q3U829|AP5Z1_MOUSE
isogroup2137942	sp|Q3U829|AP5Z1_MOUSE
isogroup213795	sp|Q9VR91|HERC2_DROME
isogroup213808	sp|A7MBI7|COMT_BOVIN
isogroup213809	sp|A4IGU3|MT21A_XENTR
isogroup213852	sp|Q7NBW0|DNAJ_MYCGA
isogroup2138520	sp|Q7NBW0|DNAJ_MYCGA
isogroup2138522	sp|Q5Z859|MPK4_ORYSJ
isogroup2138523	sp|Q7NBW0|DNAJ_MYCGA
isogroup2138524	sp|Q5Z859|MPK4_ORYSJ
isogroup2138525	sp|Q7NBW0|DNAJ_MYCGA
isogroup2138526	sp|Q7NBW0|DNAJ_MYCGA
isogroup213856	sp|P31006|KGUA_PIG
isogroup213860	sp|B1JHH1|MTOX_YERPY
isogroup213866	sp|Q9LZ82|BTR1_ARATH
isogroup213881	sp|F4JTS8|NOV_ARATH
isogroup213920	sp|Q9BYK8|HELZ2_HUMAN
isogroup213931	sp|P02454|CO1A1_RAT
isogroup213944	sp|Q0V6P9|MET3_PHANO
isogroup213946	sp|Q9VWH4|IDH3A_DROME
isogroup213954	sp|Q66H76|PAXI_RAT
isogroup213958	sp|Q0P595|SIR7_BOVIN
isogroup213969	sp|Q5XEZ5|CSC1_ARATH
isogroup213974	sp|G5E8K5|ANK3_MOUSE
isogroup213992	sp|Q02280|KCNAE_DROME
isogroup2140	sp|Q8IWY4|SCUB1_HUMAN
isogroup214017	sp|Q9WVQ0|PMFBP_MOUSE
isogroup214085	sp|Q5RAG8|P4HA1_PONAB
isogroup214101	sp|Q4V8X4|ACBD6_DANRE
isogroup214105	sp|P76186|YDHK_ECOLI
isogroup214106	sp|Q8WYR4|RSPH1_HUMAN
isogroup214114	sp|O22243|C3H31_ARATH
isogroup214116	sp|Q1KMR4|PDK4_RHIFE
isogroup214123	sp|O95180|CAC1H_HUMAN
isogroup214128	sp|Q8VZN9|P2C11_ARATH
isogroup214144	sp|P02588|TNNC2_CHICK
isogroup214145	sp|Q9XZD6|CDC2H_PLAVI
isogroup214176	sp|Q4WK60|EXGA_ASPFU
isogroup214190	sp|Q54IW5|Y8475_DICDI
isogroup214204	sp|Q24239|ANGEL_DROME
isogroup214223	sp|Q8N568|DCLK2_HUMAN
isogroup214228	sp|Q8Q0U0|Y045_METMA
isogroup214253	sp|P09322|H4_SCHPO
isogroup2142590	sp|Q9LYR5|FKB19_ARATH
isogroup2142593	sp|Q9LYR5|FKB19_ARATH
isogroup2142598	sp|Q9LYR5|FKB19_ARATH
isogroup2142599	sp|Q9LYR5|FKB19_ARATH
isogroup214279	sp|O88427|CAC1H_MOUSE
isogroup214284	sp|Q03720|SLO_DROME
isogroup214285	sp|P32505|NAB2_YEAST
isogroup214291	sp|Q09511|RSP4_CAEEL
isogroup214314	sp|P15381|CAC1C_RABIT
isogroup21432	sp|Q4R4U1|PANK4_MACFA
isogroup214324	sp|P07102|PPA_ECOLI
isogroup214334	sp|Q8RWY1|ALKB8_ARATH
isogroup214340	sp|Q16690|DUS5_HUMAN
isogroup214362	sp|Q4R550|SYCC_MACFA
isogroup2143621	sp|Q4R550|SYCC_MACFA
isogroup214399	sp|P59280|KLHL8_MOUSE
isogroup214413	sp|Q55DL2|MET18_DICDI
isogroup214421	sp|P0DPA0|PAHX_DICDI
isogroup214431	sp|Q5UNY4|YL728_MIMIV
isogroup214447	sp|F4JAU2|SAC3B_ARATH
isogroup214454	sp|Q8R151|ZNFX1_MOUSE
isogroup214474	sp|Q96FL9|GLT14_HUMAN
isogroup214511	sp|B1AJZ9|FHAD1_HUMAN
isogroup214512	sp|Q9NJU9|CDPK3_PLAF7
isogroup21452	sp|Q852M2|ALDO3_ORYSJ
isogroup214541	sp|Q9MZ19|KCNB1_RABIT
isogroup214556	sp|Q6ZQY2|LR74B_HUMAN
isogroup214571	sp|Q9SLG9|PI5K5_ARATH
isogroup214586	sp|Q8BSY0|ASPH_MOUSE
isogroup214589	sp|Q9NUN7|ACER3_HUMAN
isogroup214597	sp|G5E8K5|ANK3_MOUSE
isogroup214602	sp|Q19325|SCC1_CAEEL
isogroup214610	sp|O59790|ARK1_SCHPO
isogroup214611	sp|P11883|AL3A1_RAT
isogroup214632	sp|Q3ZJ39|RR4_TUPAK
isogroup214664	sp|Q9P7P8|DDH1_SCHPO
isogroup214686	sp|Q9FJR0|RENT1_ARATH
isogroup214699	sp|Q61771|KIF3B_MOUSE
isogroup214704	sp|P40989|FKS2_YEAST
isogroup214709	sp|Q9LMT2|PAPS1_ARATH
isogroup214721	sp|P00431|CCPR_YEAST
isogroup214729	sp|Q5M7N9|ESYT3_XENTR
isogroup214734	sp|Q6Q1P4|SMC1_ARATH
isogroup214740	sp|P05434|CATR_CHLRE
isogroup214756	sp|Q9JI39|ABCBA_MOUSE
isogroup214760	sp|G5ED84|KLHL8_CAEEL
isogroup214783	sp|Q9CA67|CHLP_ARATH
isogroup214787	sp|P04813|CTR2_CANLF
isogroup214806	sp|P30182|TOP2_ARATH
isogroup214815	sp|A2AFS3|K1324_MOUSE
isogroup214819	sp|C9D7C2|CAC1A_APIME
isogroup214821	sp|P96202|PPSC_MYCTU
isogroup214838	sp|Q39615|PSAD_CHLRE
isogroup214840	sp|Q8HXA6|ASB15_BOVIN
isogroup2148400	sp|Q7T3P8|FEM1C_DANRE
isogroup2148401	sp|Q2T9K6|FEM1C_XENLA
isogroup2148402	sp|Q7T3P8|FEM1C_DANRE
isogroup2148403	sp|Q7T3P8|FEM1C_DANRE
isogroup2148404	sp|Q7T3P8|FEM1C_DANRE
isogroup214863	sp|Q505D1|ANR28_MOUSE
isogroup214864	sp|Q8CG65|SSPO_MOUSE
isogroup214873	sp|Q9QX47|SON_MOUSE
isogroup214876	sp|O24163|PPOC_TOBAC
isogroup214898	sp|Q6UR05|MRP1_CANLF
isogroup214922	sp|O74431|ATC9_SCHPO
isogroup214923	sp|E9PY46|IF140_MOUSE
isogroup214930	sp|B9U3F2|DISP3_CHICK
isogroup214940	sp|Q5XG92|EST4A_HUMAN
isogroup214943	sp|P16259|CAN3_RAT
isogroup214949	sp|Q5VQL1|RH14_ORYSJ
isogroup214966	sp|P51955|NEK2_HUMAN
isogroup214977	sp|A7SDW5|EIF3L_NEMVE
isogroup214991	sp|O32210|GR_BACSU
isogroup215009	sp|Q99PL5|RRBP1_MOUSE
isogroup215010	sp|E9QBI7|OMA1_DANRE
isogroup215014	sp|Q55DM5|S35B2_DICDI
isogroup215018	sp|P10587|MYH11_CHICK
isogroup215049	sp|O82637|P2C61_ARATH
isogroup215067	sp|Q6NMM8|F8H_ARATH
isogroup215084	sp|O42398|CAC1S_CHICK
isogroup215085	sp|Q54KI4|EPS15_DICDI
isogroup2150851	sp|Q54KI4|EPS15_DICDI
isogroup2150852	sp|Q54KI4|EPS15_DICDI
isogroup2150855	sp|Q54KI4|EPS15_DICDI
isogroup215086	sp|Q94KI8|TPC1_ARATH
isogroup215097	sp|Q9FYK2|CML25_ARATH
isogroup2151	sp|A1D611|MCA1B_NEOFI
isogroup215108	sp|Q9ZU35|AB7G_ARATH
isogroup215112	sp|Q84R11|CRSH_ARATH
isogroup215131	sp|Q9NVM6|DJC17_HUMAN
isogroup215148	sp|Q9HC10|OTOF_HUMAN
isogroup215158	sp|Q0WVW7|RQL5_ARATH
isogroup215168	sp|Q99250|SCN2A_HUMAN
isogroup215182	sp|B2GUV7|IF2P_RAT
isogroup215188	sp|P54736|PKN2_MYXXA
isogroup215190	sp|Q5F3Z5|DNJB6_CHICK
isogroup215194	sp|O97341|CALM_SUBDO
isogroup215196	sp|Q9C788|C70B1_ARATH
isogroup215199	sp|Q54GN2|KTHY_DICDI
isogroup215200	sp|Q9F234|AGL2_BACTQ
isogroup215204	sp|P39922|MYS3_HYDVU
isogroup215218	sp|Q54LB8|VP13A_DICDI
isogroup215278	sp|Q9CY62|RN181_MOUSE
isogroup21528	sp|Q2XVR4|SC4AB_TETNG
isogroup215282	sp|A2AVA0|SVEP1_MOUSE
isogroup215305	sp|Q5R5X9|SMYD4_PONAB
isogroup215314	sp|Q8INF0|GCY8E_DROME
isogroup215332	sp|Q6AUK5|MSRB3_ORYSJ
isogroup215342	sp|Q75JF3|CLCC_DICDI
isogroup215370	sp|Q70LM4|LGRD_BREPA
isogroup215385	sp|Q6PDL0|DC1L2_MOUSE
isogroup215401	sp|Q9FN18|NRAM4_ARATH
isogroup215438	sp|Q9JIS7|CAC1F_MOUSE
isogroup215455	sp|Q55DE7|ATX2_DICDI
isogroup215476	sp|Q99LG2|TNPO2_MOUSE
isogroup215501	sp|Q5WAX6|TOP3_BACSK
isogroup215505	sp|Q9ZUV3|IRX7_ARATH
isogroup215506	sp|Q9FJT9|PQQL_ARATH
isogroup215512	sp|Q5ZID5|UBP28_CHICK
isogroup215516	sp|Q9UT67|IMT2_SCHPO
isogroup21552	sp|L7IP31|ERG6_MAGOY
isogroup215567	sp|Q9FFW5|PERK8_ARATH
isogroup215583	sp|Q9SUS4|RHA1A_ARATH
isogroup215591	sp|P26572|MGAT1_HUMAN
isogroup215600	sp|P02563|MYH6_RAT
isogroup215601	sp|Q8RXP6|WAV2_ARATH
isogroup215626	sp|J4UHQ6|OPS1_BEAB2
isogroup215629	sp|P41764|G6PD_EMENI
isogroup215631	sp|Q9Z1J2|NEK4_MOUSE
isogroup215632	sp|Q2SN18|TATB_HAHCH
isogroup215640	sp|Q8VIH3|S28A3_RAT
isogroup215654	sp|P19485|CYA1_RHIME
isogroup215671	sp|P62878|RBX1_MOUSE
isogroup215686	sp|O36021|YEK9_SCHPO
isogroup215731	sp|P77967|CRYD_SYNY3
isogroup215746	sp|Q08806|AMY2_SCHOC
isogroup215751	sp|Q9FJR0|RENT1_ARATH
isogroup215757	sp|Q076A3|MYH13_CANLF
isogroup215777	sp|O64642|URT1_ARATH
isogroup21578	sp|Q9AT63|PDX1_GINBI
isogroup215784	sp|Q10156|LKH1_SCHPO
isogroup215794	sp|G0S8G9|IF2P_CHATD
isogroup215858	sp|Q9SKC4|ARI10_ARATH
isogroup215863	sp|Q9VTF9|UFD1_DROME
isogroup215867	sp|Q9UTR6|OCH1_SCHPO
isogroup215871	sp|Q2R1Z5|CML6_ORYSJ
isogroup215873	sp|Q9SIC9|PP178_ARATH
isogroup215874	sp|O93257|XRCC6_CHICK
isogroup215876	sp|P62634|CNBP_RAT
isogroup215882	sp|Q99MB4|CBWD1_RAT
isogroup215926	sp|Q949X0|ADS3_ARATH
isogroup215931	sp|A3BN26|PUS6_ORYSJ
isogroup215932	sp|Q5PPG7|EIF2D_RAT
isogroup215941	sp|Q8TES7|FBF1_HUMAN
isogroup215942	sp|F4JLS1|LDL3_ARATH
isogroup215943	sp|G2NFJ9|LAM55_STREK
isogroup216001	sp|Q5PQ09|DESI2_XENLA
isogroup216024	sp|P15390|SCN4A_RAT
isogroup216028	sp|P63317|TNNC1_PIG
isogroup216042	sp|P37518|YCHF_BACSU
isogroup216053	sp|Q9ZGI5|PIKA1_STRVZ
isogroup216055	sp|Q6F754|GBTR_ACIAD
isogroup216058	sp|P96202|PPSC_MYCTU
isogroup216081	sp|O08808|DIAP1_MOUSE
isogroup216095	sp|A1X157|CTTB2_ECHTE
isogroup2161	sp|G5E8K5|ANK3_MOUSE
isogroup216109	sp|Q7XPJ0|KN14I_ORYSJ
isogroup216110	sp|Q0P564|CRBN_BOVIN
isogroup216117	sp|Q9DF36|DD21B_XENLA
isogroup216138	sp|B8HXQ5|PGK_CYAP4
isogroup216166	sp|O42646|UBC6_SCHPO
isogroup216199	sp|Q8NBX0|SCPDL_HUMAN
isogroup2161991	sp|Q8NBX0|SCPDL_HUMAN
isogroup2161995	sp|Q8NBX0|SCPDL_HUMAN
isogroup216213	sp|Q9LYZ9|PP362_ARATH
isogroup216218	sp|Q99MN1|SYK_MOUSE
isogroup216221	sp|Q8IUD2|RB6I2_HUMAN
isogroup216225	sp|Q550W1|CAPTC_DICDI
isogroup216237	sp|Q9W0Y8|SCN60_DROME
isogroup216251	sp|Q9PTU6|ENDOU_PAROL
isogroup216255	sp|Q6INL7|ADCK1_XENLA
isogroup216265	sp|Q9LKB9|MYO6_ARATH
isogroup216280	sp|Q9ZV15|CDPKK_ARATH
isogroup216285	sp|P49477|PSAC_TRICV
isogroup216294	sp|Q18CI2|IF1_PEPD6
isogroup216298	sp|P54241|G6PI2_CLACO
isogroup216329	sp|Q9JM01|CDKL3_RAT
isogroup216330	sp|A2AVA0|SVEP1_MOUSE
isogroup216363	sp|P27456|GSHRP_PEA
isogroup216365	sp|Q9FN03|UVR8_ARATH
isogroup216397	sp|Q8IJN7|ENO_PLAF7
isogroup2163970	sp|Q8IJN7|ENO_PLAF7
isogroup2163971	sp|Q8IJN7|ENO_PLAF7
isogroup2163972	sp|Q9BPL7|ENO2_TOXGO
isogroup2163973	sp|Q8IJN7|ENO_PLAF7
isogroup2163974	sp|Q8IJN7|ENO_PLAF7
isogroup2163975	sp|Q8IJN7|ENO_PLAF7
isogroup2163976	sp|Q8IJN7|ENO_PLAF7
isogroup2163977	sp|Q8IJN7|ENO_PLAF7
isogroup216410	sp|Q6YYZ1|LDL2_ORYSJ
isogroup216423	sp|Q54WK1|Y9609_DICDI
isogroup216455	sp|Q0DWH7|NMNAT_ORYSJ
isogroup216456	sp|Q5UPD4|YL060_MIMIV
isogroup216486	sp|Q96PY6|NEK1_HUMAN
isogroup216487	sp|Q0VF96|CGNL1_HUMAN
isogroup21650	sp|Q86TL2|STIMA_HUMAN
isogroup216509	sp|Q78P75|DYL2_RAT
isogroup216515	sp|Q6K9G1|AMT12_ORYSJ
isogroup216529	sp|B0K530|ENGB_THEPX
isogroup216545	sp|B0K530|ENGB_THEPX
isogroup216549	sp|P0C870|JMJD7_HUMAN
isogroup216616	sp|O42861|FFT3_SCHPO
isogroup216619	sp|Q1RK13|Y220_RICBR
isogroup2166190	sp|P16157|ANK1_HUMAN
isogroup216620	sp|Q2TA38|TEKT4_BOVIN
isogroup216621	sp|Q84LH3|WEX_ARATH
isogroup216638	sp|P54453|YQEH_BACSU
isogroup216649	sp|Q9P1Z9|CC180_HUMAN
isogroup216652	sp|O93927|FKS1_CRYNH
isogroup216661	sp|P33203|PRP40_YEAST
isogroup216662	sp|Q66KI6|PUM1_XENLA
isogroup216677	sp|Q0PCS3|CHR25_ARATH
isogroup216682	sp|Q8RAS5|HFLX_CALS4
isogroup216707	sp|P42693|PPIA_ACIAD
isogroup216740	sp|A2RRH5|WDR27_HUMAN
isogroup216756	sp|Q9RRB7|PPAC_DEIRA
isogroup21678	sp|Q9HCC0|MCCB_HUMAN
isogroup216803	sp|Q4V8T0|MIOX_DANRE
isogroup216813	sp|O49839|PBL2_ARATH
isogroup216816	sp|A8BQB4|GDE_HORSE
isogroup216823	sp|Q86AD7|MYLKB_DICDI
isogroup216832	sp|Q55721|FBT_SYNY3
isogroup216833	sp|O08629|TIF1B_RAT
isogroup216892	sp|Q9SR77|HBPL1_ARATH
isogroup216902	sp|P30427|PLEC_RAT
isogroup216921	sp|Q6ZUG5|YC006_HUMAN
isogroup216929	sp|P9WQE5|PPSB_MYCTU
isogroup216937	sp|Q3V1N1|MFHA1_MOUSE
isogroup216950	sp|Q8WXX0|DYH7_HUMAN
isogroup216955	sp|A6QP57|TGM3_BOVIN
isogroup216962	sp|Q5R5Q2|SRRM1_PONAB
isogroup216964	sp|P37967|PNBA_BACSU
isogroup216995	sp|Q8NFD2|ANKK1_HUMAN
isogroup217005	sp|Q2PC93|SSPO_CHICK
isogroup217011	sp|Q5DU05|CE164_MOUSE
isogroup217022	sp|Q5PQM9|KMCP1_RAT
isogroup217024	sp|Q304B9|NCER2_ARATH
isogroup217034	sp|O43592|XPOT_HUMAN
isogroup217035	sp|Q5VQQ5|CDPK2_ORYSJ
isogroup217061	sp|B3CP03|DNAJ_WOLPP
isogroup217063	sp|Q9PFB3|Y765_XYLFA
isogroup217067	sp|P57759|ERP29_MOUSE
isogroup217080	sp|Q48EU9|DEGPL_PSE14
isogroup217081	sp|P67412|URK_STAAW
isogroup217103	sp|P46333|CSBC_BACSU
isogroup217150	sp|A3DC75|RSGI3_CLOTH
isogroup217153	sp|Q7Z406|MYH14_HUMAN
isogroup2171530	sp|O74424|NU211_SCHPO
isogroup2171531	sp|A7E2Y1|MYH7B_HUMAN
isogroup2171532	sp|Q7Z406|MYH14_HUMAN
isogroup2171533	sp|O74424|NU211_SCHPO
isogroup2171534	sp|O74424|NU211_SCHPO
isogroup2171535	sp|Q7Z406|MYH14_HUMAN
isogroup2171536	sp|Q7Z406|MYH14_HUMAN
isogroup2171537	sp|Q7Z406|MYH14_HUMAN
isogroup2171538	sp|O74424|NU211_SCHPO
isogroup217176	sp|O04619|ADNT1_ARATH
isogroup217193	sp|B9FK36|ACC2_ORYSJ
isogroup217206	sp|Q9SZR9|AB9G_ARATH
isogroup217221	sp|Q8BY87|UBP47_MOUSE
isogroup217227	sp|P02588|TNNC2_CHICK
isogroup217242	sp|P0CI65|NPHP3_DANRE
isogroup217253	sp|Q6AYF9|IIGP5_RAT
isogroup217293	sp|Q93075|TATD2_HUMAN
isogroup217297	sp|Q5XEZ5|CSC1_ARATH
isogroup217313	sp|Q3HRP0|CNBL7_ORYSJ
isogroup217317	sp|P23538|PPSA_ECOLI
isogroup217323	sp|Q9M8S6|SKOR_ARATH
isogroup217349	sp|P47973|TTP_RAT
isogroup217387	sp|Q3ZJ39|RR4_TUPAK
isogroup217395	sp|O27472|Y1421_METTH
isogroup2173951	sp|O27472|Y1421_METTH
isogroup2173952	sp|O27472|Y1421_METTH
isogroup2173953	sp|O27472|Y1421_METTH
isogroup2173954	sp|O27472|Y1421_METTH
isogroup2173957	sp|O27472|Y1421_METTH
isogroup2173958	sp|O27472|Y1421_METTH
isogroup2173959	sp|O27472|Y1421_METTH
isogroup217420	sp|F4JTS8|NOV_ARATH
isogroup217424	sp|Q3ED68|Y1295_ARATH
isogroup217427	sp|Q7XPJ0|KN14I_ORYSJ
isogroup217431	sp|Q8YV57|Y2124_NOSS1
isogroup217432	sp|Q9JKA8|HCN3_RAT
isogroup217464	sp|O88281|MEGF6_RAT
isogroup217497	sp|Q54LB8|VP13A_DICDI
isogroup2175	sp|E9QAM5|HELZ2_MOUSE
isogroup217502	sp|Q9C1C2|KAPR_COLOR
isogroup217519	sp|Q0KBD2|DEND_CUPNH
isogroup217545	sp|Q6ZFZ4|DEK1_ORYSJ
isogroup217554	sp|Q9SJW6|ARC1B_ARATH
isogroup217561	sp|Q38931|FKB62_ARATH
isogroup217564	sp|Q96M32|KAD7_HUMAN
isogroup217592	sp|P15479|ACEA_RICCO
isogroup217596	sp|L8EUQ6|OXYS_STRR1
isogroup217602	sp|F1QC45|XRP2_DANRE
isogroup217603	sp|E5RJM6|ANR65_HUMAN
isogroup21761	sp|Q92887|MRP2_HUMAN
isogroup217612	sp|O34331|YLBH_BACSU
isogroup217620	sp|Q0WVK7|PPR12_ARATH
isogroup217653	sp|P96202|PPSC_MYCTU
isogroup217654	sp|Q9ZSB5|UBP10_ARATH
isogroup217659	sp|Q54ST2|CARME_DICDI
isogroup217729	sp|Q86JE5|ERD2_DICDI
isogroup217741	sp|Q8TV07|IXTPA_METKA
isogroup217742	sp|Q9V4N3|CYB5_DROME
isogroup217747	sp|Q86VH2|KIF27_HUMAN
isogroup217750	sp|Q9UBM8|MGT4C_HUMAN
isogroup217754	sp|Q7RBX5|KC1_PLAYO
isogroup217767	sp|O95180|CAC1H_HUMAN
isogroup217768	sp|F4JZ24|P4H10_ARATH
isogroup217769	sp|Q96PY6|NEK1_HUMAN
isogroup217812	sp|F4ILR7|DEXH1_ARATH
isogroup217819	sp|Q9XT62|RAD17_CHLAE
isogroup21783	sp|Q54KA7|SECG_DICDI
isogroup217857	sp|Q9VGH7|CLCN2_DROME
isogroup217874	sp|Q96P56|CTSR2_HUMAN
isogroup217877	sp|P32603|SPR1_YEAST
isogroup217883	sp|P43524|CYAA_ANACY
isogroup217897	sp|Q63099|KCNB2_RAT
isogroup217914	sp|P18061|CALM_TRYCR
isogroup217918	sp|Q8C1Z8|TM10A_MOUSE
isogroup217948	sp|Q9LPC1|GAE2_ARATH
isogroup217950	sp|Q4WM08|CBHB_ASPFU
isogroup217988	sp|A5PMW0|CTL5A_DANRE
isogroup217994	sp|P22630|AMY1_AERHY
isogroup217996	sp|Q7RTR2|NLRC3_HUMAN
isogroup2179960	sp|Q7RTR2|NLRC3_HUMAN
isogroup2179961	sp|Q7RTR2|NLRC3_HUMAN
isogroup2179962	sp|Q7RTR2|NLRC3_HUMAN
isogroup2179963	sp|Q7RTR2|NLRC3_HUMAN
isogroup2179964	sp|Q7RTR2|NLRC3_HUMAN
isogroup21800	sp|Q15149|PLEC_HUMAN
isogroup218005	sp|Q6H601|RH22_ORYSJ
isogroup218028	sp|O30408|TYCB_BREPA
isogroup218033	sp|Q54DW2|ERGI3_DICDI
isogroup218047	sp|Q9CYL5|GAPR1_MOUSE
isogroup218066	sp|Q9ER31|ENTP6_RAT
isogroup218130	sp|Q9VCA8|ANKHM_DROME
isogroup218171	sp|Q55FJ5|RPC3_DICDI
isogroup218180	sp|B4TKI0|RSMF_SALHS
isogroup218188	sp|Q553Y7|GCA_DICDI
isogroup218196	sp|P0C546|S2542_RAT
isogroup218200	sp|Q6L8H4|KRA51_HUMAN
isogroup218209	sp|O04308|MPPA2_ARATH
isogroup218212	sp|Q751N2|ATM1_ASHGO
isogroup218216	sp|Q1D823|AGLZ_MYXXD
isogroup218219	sp|P0CAZ0|TTL3B_TETTS
isogroup218247	sp|P27643|SP5K_BACSU
isogroup218259	sp|Q6H4N0|GT21_ORYSJ
isogroup218262	sp|Q9I969|TXLNB_CHICK
isogroup218282	sp|Q9TXQ1|TNKS1_CAEEL
isogroup218285	sp|Q52KZ7|SBP1A_XENLA
isogroup218303	sp|Q8GXF8|SHGR9_ARATH
isogroup218320	sp|Q9UHN6|CEIP2_HUMAN
isogroup218338	sp|Q6GN42|CTL4_XENLA
isogroup218350	sp|Q9SIC9|PP178_ARATH
isogroup218361	sp|B1WAS2|HUNK_XENTR
isogroup218362	sp|B1WVY1|DCUP_CYAA5
isogroup218364	sp|Q9P0K7|RAI14_HUMAN
isogroup218367	sp|Q13698|CAC1S_HUMAN
isogroup21837	sp|Q5NVI3|RED_PONAB
isogroup218406	sp|F4HQD4|HSP7P_ARATH
isogroup218423	sp|O86365|Y584_MYCTU
isogroup218437	sp|O05402|YRHL_BACSU
isogroup218444	sp|Q7MGG3|RIBXA_VIBVY
isogroup2184440	sp|Q7MGG3|RIBXA_VIBVY
isogroup2184441	sp|Q7MGG3|RIBXA_VIBVY
isogroup2184442	sp|Q7MGG3|RIBXA_VIBVY
isogroup2184443	sp|Q7MGG3|RIBXA_VIBVY
isogroup2184444	sp|Q7MGG3|RIBXA_VIBVY
isogroup2184445	sp|Q7MGG3|RIBXA_VIBVY
isogroup2184446	sp|Q7MGG3|RIBXA_VIBVY
isogroup2184447	sp|Q7MGG3|RIBXA_VIBVY
isogroup2184448	sp|Q7MGG3|RIBXA_VIBVY
isogroup2184449	sp|Q7MGG3|RIBXA_VIBVY
isogroup218481	sp|Q0WLC6|PP349_ARATH
isogroup218490	sp|Q9P2K9|DISP3_HUMAN
isogroup218518	sp|Q8IVS2|FABD_HUMAN
isogroup218526	sp|P31695|NOTC4_MOUSE
isogroup218530	sp|Q9SMZ2|PP347_ARATH
isogroup218551	sp|Q9Y6Y0|NS1BP_HUMAN
isogroup218566	sp|Q55578|Y361_SYNY3
isogroup218598	sp|O18894|CLCN3_RABIT
isogroup218611	sp|Q8BX17|GEMI5_MOUSE
isogroup218625	sp|P07983|GUN1_BACIU
isogroup218651	sp|O97397|CATLL_PHACE
isogroup2186510	sp|A0E358|CATL2_PARTE
isogroup2186511	sp|O60911|CATL2_HUMAN
isogroup218653	sp|P21369|PNCA_ECOLI
isogroup218675	sp|O32210|GR_BACSU
isogroup218718	sp|Q91YN5|UAP1_MOUSE
isogroup218723	sp|Q86WI1|PKHL1_HUMAN
isogroup218725	sp|Q9SIC9|PP178_ARATH
isogroup218736	sp|Q02357|ANK1_MOUSE
isogroup218740	sp|Q8DL57|RPOC2_THEEB
isogroup218748	sp|Q6C2X0|KAPR_YARLI
isogroup218758	sp|Q5RCP7|CEP76_PONAB
isogroup21879	sp|Q8TDN6|BRX1_HUMAN
isogroup218807	sp|A0AUS0|WSDU1_DANRE
isogroup218848	sp|P51954|NEK1_MOUSE
isogroup218851	sp|O70133|DHX9_MOUSE
isogroup218870	sp|Q10657|TPIS_CAEEL
isogroup2188701	sp|Q10657|TPIS_CAEEL
isogroup2188702	sp|Q10657|TPIS_CAEEL
isogroup2188703	sp|Q10657|TPIS_CAEEL
isogroup2188705	sp|Q10657|TPIS_CAEEL
isogroup2188706	sp|Q94AM9|CID4_ARATH
isogroup2188707	sp|P30741|TPIS_CULTA
isogroup2188708	sp|Q10657|TPIS_CAEEL
