isogroup100038	Q1ZXK2
isogroup183151	A2AVA0
isogroup183155	Q6UB99
isogroup183160	O34349
isogroup183162	A9CPT4
isogroup183164	Q9USI5
isogroup183171	Q9Z1M0
isogroup183182	Q55FV8
isogroup183189	Q27052
isogroup183193	Q14BP6
isogroup183200	A0L4B2
isogroup183207	O08688
isogroup183220	Q8D2Q6
isogroup183238	P32598
isogroup183244	Q9XEA1
isogroup183245	Q0V9R0
isogroup183249	O94489
isogroup183251	Q179T2
isogroup183266	Q8RWY1
isogroup183294	P37694
isogroup183299	Q12797
isogroup183309	Q4WIF3
isogroup183328	D4B2L8
isogroup183334	Q15075
isogroup183341	O46072
isogroup183344	Q0QLE4
isogroup183363	P49729
isogroup18337	P83501
isogroup183378	A0JMH0
isogroup183381	Q9NJU9
isogroup183382	P29762
isogroup183383	A3AF13
isogroup183392	Q04960
isogroup183393	Q9H0C5
isogroup183401	Q2TAA8
isogroup183407	Q23FE2
isogroup183412	Q8H384
isogroup183417	P78381
isogroup183428	Q15735
isogroup183439	Q8H0T4
isogroup183466	Q8YSU5
isogroup183473	Q9UHW9
isogroup183476	Q13395
isogroup183505	Q8K4F6
isogroup183507	Q5ZJP5
isogroup183511	P32418
isogroup183514	P41439
isogroup183523	Q32TF8
isogroup183527	Q96I24
isogroup183535	Q9LKB9
isogroup183541	Q66PY1
isogroup183554	E1V7W1
isogroup183556	Q94K71
isogroup183569	P33723
isogroup183570	Q08773
isogroup183582	Q12271
isogroup183590	Q9H2M9
isogroup183596	B4F2C3
isogroup183628	Q52356
isogroup183634	Q5AG46
isogroup183638	Q9TSZ3
isogroup183643	Q802F2
isogroup183665	P54347
isogroup183666	O27549
isogroup183690	P79051
isogroup183718	Q54V96
isogroup183743	Q63170
isogroup183757	Q7X809
isogroup183774	P10875
isogroup183778	O06476
isogroup183803	D3ZSK5
isogroup183804	P77234
isogroup183814	Q9UGP5
isogroup183816	Q9H2K2
isogroup183824	Q148K0
isogroup183825	Q8IWX8
isogroup183833	Q63862
isogroup183843	Q9FG00
isogroup183847	O34693
isogroup183851	Q91V92
isogroup183862	D0Z9R0
isogroup183869	O89114
isogroup183881	Q3C1A6
isogroup183883	Q9L7R4
isogroup183886	F4JKK0
isogroup183928	Q9ZUV3
isogroup183957	Q1DKI1
isogroup183976	F4JE35
isogroup184035	Q54I89
isogroup184041	Q8IDX6
isogroup184069	Q9C7F2
isogroup184080	O82040
isogroup184093	Q45480
isogroup184185	A5PMF6
isogroup184190	Q9XGM8
isogroup184192	Q8IRU4
isogroup184196	Q04592
isogroup184205	Q8STA9
isogroup184208	O13911
isogroup184218	Q3MIT2
isogroup184239	Q9SYI0
isogroup184240	B7FXE8
isogroup184249	Q9SBJ1
isogroup184264	O94288
isogroup184293	P14002
isogroup184303	O64644
isogroup184305	Q9FN03
isogroup184352	Q9HEH1
isogroup184364	P20595
isogroup184368	Q6XHB2
isogroup184402	P33174
isogroup184411	Q70HW3
isogroup184414	B8Y6I0
isogroup184416	Q8IW19
isogroup184422	O55055
isogroup184442	Q15149
isogroup184454	Q9LZK5
isogroup184459	Q9M8U1
isogroup184470	Q1J132
isogroup184494	Q54CS7
isogroup184499	P31320
isogroup184502	P0AFS6
isogroup184508	Q8VZE7
isogroup184516	P49825
isogroup184538	P27350
isogroup184549	G0S7B6
isogroup184561	A4GRC6
isogroup184586	Q00578
isogroup184592	Q9DBH0
isogroup184598	Q96MV8
isogroup184602	Q9ATL6
isogroup184616	P34528
isogroup184618	B4TK31
isogroup184630	K0E3U9
isogroup184641	Q9W0Y8
isogroup184662	Q8CG07
isogroup184668	Q8BY79
isogroup184671	O15865
isogroup184673	Q6Z6L4
isogroup184697	Q9FIX3
isogroup184708	P40282
isogroup184709	Q80YE7
isogroup184719	P91645
isogroup184731	Q93V72
isogroup184749	P29981
isogroup184769	Q9LHG9
isogroup184772	Q6DC39
isogroup184774	Q7XJS0
isogroup1847740	Q7XJS0
isogroup1847741	Q7XJS0
isogroup1847742	Q7XJS0
isogroup1847743	Q7XJS0
isogroup184782	E1C5V0
isogroup184806	P27884
isogroup184807	Q8CAK1
isogroup184830	Q39575
isogroup184850	P47990
isogroup184876	P15705
isogroup184908	A7MBI7
isogroup184913	Q6TUG0
isogroup184919	Q5ZI11
isogroup184933	Q9C521
isogroup184934	Q9SG79
isogroup184938	Q8H2T0
isogroup184941	L0N7N1
isogroup184961	A7LXT0
isogroup184969	Q7ZU92
isogroup184972	Q9SIC9
isogroup184986	Q55190
isogroup184987	Q9P775
isogroup184988	Q31V71
isogroup184997	Q5XIA3
isogroup185008	Q9NQQ7
isogroup185012	P35580
isogroup185025	Q9LU85
isogroup185040	A6WW16
isogroup185058	Q8Q0U0
isogroup185093	P40566
isogroup185122	Q9LVM1
isogroup185171	Q9VJ79
isogroup185174	P24821
isogroup185179	Q4I8Q4
isogroup185180	Q01F03
isogroup185182	P81274
isogroup185192	P00829
isogroup185199	Q9H7B4
isogroup185216	Q9JI39
isogroup185218	Q9ULJ7
isogroup185228	Q2VIQ3
isogroup185231	Q92547
isogroup185232	O94477
isogroup185248	Q8WTS6
isogroup185252	Q9D306
isogroup185260	Q9LIK5
isogroup185282	Q4V8I4
isogroup185287	Q0I7K2
isogroup185289	Q8NBN7
isogroup185291	O54408
isogroup185295	Q15149
isogroup185298	P20595
isogroup185310	Q96LA8
isogroup185324	P23949
isogroup185325	Q80V70
isogroup185344	Q9H6R3
isogroup185355	P81908
isogroup185365	Q7SIB1
isogroup185366	A4SML8
isogroup185368	Q9SU94
isogroup185377	Q99MD6
isogroup185396	Q948R0
isogroup185401	Q8KG38
isogroup185414	Q557F7
isogroup185416	Q0WLC6
isogroup185425	O96952
isogroup185437	Q32PX9
isogroup185440	E9PTA2
isogroup185442	Q4U2R1
isogroup185444	Q6WG18
isogroup185449	Q869Q0
isogroup185469	Q8VZE7
isogroup185477	Q7T6Y2
isogroup185483	Q6D4C8
isogroup1854831	Q6D4C8
isogroup1854833	Q6D4C8
isogroup1854834	Q6D4C8
isogroup1854835	Q6D4C8
isogroup1854836	Q6D4C8
isogroup185489	Q2GSX8
isogroup185493	P97494
isogroup185495	Q8S341
isogroup185513	Q6Z2M9
isogroup185522	Q8K3D6
isogroup185528	Q17QW3
isogroup185539	Q6L6S1
isogroup185550	O88457
isogroup185574	Q71S21
isogroup185579	P54147
isogroup185589	Q9CYI4
isogroup185611	Q9EPU0
isogroup185625	Q5EAR5
isogroup185636	Q588V7
isogroup185641	P77228
isogroup185643	B0BML7
isogroup185652	Q5XGE0
isogroup185660	Q9V410
isogroup185661	A2VEC9
isogroup185664	Q29Q26
isogroup185685	A0A0H2VDN9
isogroup185698	Q7XPJ0
isogroup185699	Q55CA6
isogroup185723	Q5BMR2
isogroup185730	Q5UPD4
isogroup185734	A2VE54
isogroup185750	Q14692
isogroup185754	Q9CWR2
isogroup185759	Q9CZT4
isogroup185760	J3S9D9
isogroup185768	Q7ZXX2
isogroup185785	Q1ZXD9
isogroup185797	Q9DBK0
isogroup185800	Q9X2F4
isogroup185802	Q93VB2
isogroup185812	Q9A9H3
isogroup185818	A4IX28
isogroup185824	Q7Z2K6
isogroup185836	P39692
isogroup185848	Q54V96
isogroup185861	P35500
isogroup185879	Q9TRY0
isogroup185903	Q6Q1P4
isogroup185916	Q9QYK7
isogroup185920	Q28HE5
isogroup185928	P59838
isogroup185929	Q8BPS4
isogroup185942	Q9JKA8
isogroup185944	Q9BY12
isogroup185953	Q6AVN2
isogroup185957	P22696
isogroup185959	Q69L93
isogroup185994	P18061
isogroup186005	Q640L2
isogroup186007	Q8VZE7
isogroup186011	O70511
isogroup186014	Q9JKB0
isogroup186021	Q8K430
isogroup186029	P23903
isogroup186062	B8H1Q3
isogroup186093	Q8S403
isogroup186111	Q6DG99
isogroup186123	A4R606
isogroup186133	Q6UE39
isogroup186135	Q5JHN1
isogroup186156	O34442
isogroup186167	Q6NZL8
isogroup186177	Q59990
isogroup186191	P81660
isogroup186193	Q9SHZ0
isogroup186196	Q8RY46
isogroup186197	B0G143
isogroup186203	Q9NQ36
isogroup186209	Q7Z991
isogroup186243	P08201
isogroup186265	Q9VR91
isogroup186310	Q54PV7
isogroup186311	Q09758
isogroup186313	Q9LFC5
isogroup186322	Q6GLM5
isogroup186365	P22543
isogroup186377	B4F6K2
isogroup186396	Q9NQT8
isogroup186406	Q9EQW7
isogroup186407	A6MVW9
isogroup186409	P04801
isogroup186411	Q9SHL7
isogroup186418	B2IY96
isogroup186433	Q9LT31
isogroup186440	P62343
isogroup186446	Q43794
isogroup186448	B8FU92
isogroup186457	B0RIH2
isogroup186460	P18773
isogroup186473	Q9SYM1
isogroup186514	Q54VQ7
isogroup186521	P08799
isogroup186540	P72926
isogroup186560	P54856
isogroup186582	Q62812
isogroup186597	Q09665
isogroup186598	Q0T9G6
isogroup186626	Q6ETL8
isogroup186629	Q9P0X4
isogroup186678	Q69TN4
isogroup186688	Q93TL6
isogroup186694	P18910
isogroup186709	O28972
isogroup186713	Q7NDG8
isogroup186714	Q9KCZ4
isogroup186735	Q54IH8
isogroup186738	M9PD06
isogroup186755	E9Q7G0
isogroup186757	Q7KWQ2
isogroup186771	Q7XA86
isogroup186773	F1RBN2
isogroup186788	A7EMM3
isogroup186807	P53780
isogroup186820	Q9VLP7
isogroup186824	Q55GN6
isogroup186839	D3YY23
isogroup186845	P29814
isogroup186849	O13799
isogroup186851	P83993
isogroup186863	Q5RET0
isogroup186868	Q69ZU8
isogroup186870	Q9M8Z7
isogroup186875	Q10267
isogroup186882	Q9M2D2
isogroup186920	Q09734
isogroup186924	Q07617
isogroup186952	Q8VI02
isogroup186956	Q6EEF3
isogroup186962	Q07DW4
isogroup1869620	Q07DW4
isogroup186969	Q9JKA7
isogroup186985	O82150
isogroup186993	P73627
isogroup186994	Q9ZVX1
isogroup187022	Q9USK8
isogroup187026	Q96PY6
isogroup187050	Q59LU0
isogroup187055	Q5XG87
isogroup187059	Q25BW5
isogroup187069	Q9SYB0
isogroup187070	O95180
isogroup187072	Q09854
isogroup187091	P71741
isogroup187110	Q9VH19
isogroup187115	Q9JHB4
isogroup187119	A1CRV0
isogroup187152	Q8S1X7
isogroup187153	A0A0H3LKL4
isogroup187168	Q96P56
isogroup187189	Q94BU1
isogroup187196	Q5R8D8
isogroup187206	Q5ZMV2
isogroup187209	F4JZG9
isogroup187210	Q8JZL3
isogroup187214	Q5JJV0
isogroup187228	Q1RMT8
isogroup187237	F4JTS8
isogroup187267	Q8L7A0
isogroup187271	Q503G8
isogroup187286	P24768
isogroup187287	O22494
isogroup187290	Q9VVE5
isogroup187334	Q8HXH0
isogroup187341	B1AZA5
isogroup187347	Q54CX4
isogroup187368	Q7ZVK4
isogroup187369	P0DKC4
isogroup187380	Q54XK2
isogroup187385	Q05049
isogroup187389	Q076A3
isogroup187397	P22303
isogroup187401	Q8N371
isogroup187404	Q86UK7
isogroup187437	Q8RWG3
isogroup187460	Q9ZGI4
isogroup187466	O05218
isogroup187490	P9WQE7
isogroup187493	Q9NTI2
isogroup187499	A8JAM0
isogroup187503	Q9ZUN3
isogroup187531	Q9NQT8
isogroup187537	Q10233
isogroup187554	Q91WJ8
isogroup187555	Q9FFH8
isogroup187565	O42398
isogroup187585	Q8H2T0
isogroup187601	O80958
isogroup187602	Q8RWB1
isogroup187635	Q05972
isogroup187640	F2Z461
isogroup187651	O54898
isogroup187654	Q38AH0
isogroup187668	P00793
isogroup187709	Q9TXQ1
isogroup187713	H2LRU7
isogroup187716	Q08BC4
isogroup187729	Q9EPU0
isogroup187766	P16230
isogroup187771	Q20060
isogroup187784	Q9Z0Y8
isogroup187812	Q1MTN3
isogroup187819	B2RX14
isogroup18783	Q08937
isogroup187833	Q9TYP1
isogroup187862	Q9QYM0
isogroup187879	P22793
isogroup187883	Q6DFB7
isogroup187910	Q6NMR9
isogroup187912	Q5EAR5
isogroup187979	Q7TPQ3
isogroup187986	P62296
isogroup188024	Q96AY4
isogroup188043	Q9C6D3
isogroup188064	Q9ZWT2
isogroup188069	Q5ZKR7
isogroup188081	F1R4U0
isogroup188095	P06565
isogroup188098	P0DL09
isogroup188124	Q5ZLV2
isogroup188140	Q5Z880
isogroup188150	Q7ZWU7
isogroup188152	P54144
isogroup188153	Q9WTR7
isogroup188162	Q8H136
isogroup188187	Q940M4
isogroup188192	Q91WF7
isogroup188201	Q42290
isogroup188211	Q9C8H1
isogroup188219	A2Y9M4
isogroup188220	P54873
isogroup188225	Q5SND2
isogroup188237	P0DPD7
isogroup188245	Q7XIM0
isogroup188255	Q76KC2
isogroup188268	O44424
isogroup188278	Q7RAH3
isogroup188281	Q4KME6
isogroup188288	Q9H4Z3
isogroup18833	P9WMY5
isogroup188339	Q0JC44
isogroup188356	P39922
isogroup188360	O82413
isogroup188363	Q9D4D4
isogroup188372	Q9SFB8
isogroup188412	A8I4E9
isogroup188415	A3KMH1
isogroup188418	Q47421
isogroup18842	Q7RTR2
isogroup188420	Q52I78
isogroup188425	Q99NH0
isogroup188434	A8MWK0
isogroup188451	Q99996
isogroup188462	Q5PQ44
isogroup188482	Q8YRI1
isogroup188483	Q9LM02
isogroup188500	O24412
isogroup188519	P53933
isogroup18852	Q6NNP0
isogroup188522	Q82WZ5
isogroup188523	P79943
isogroup188530	A7E2Y1
isogroup188538	Q55GQ6
isogroup188557	Q42093
isogroup188567	Q9YHY6
isogroup188573	O13755
isogroup188578	Q13472
isogroup188585	O13996
isogroup188613	P56698
isogroup188645	Q9Z1J2
isogroup188677	P14070
isogroup188726	P09794
isogroup188807	Q8NI37
isogroup188813	Q968X7
isogroup188827	O64943
isogroup188828	P53780
isogroup188829	A2T806
isogroup188831	Q8Q0U0
isogroup188868	P0C152
isogroup188876	O94451
isogroup188895	Q44473
isogroup188905	F9UUD2
isogroup188920	Q9VM35
isogroup188927	P12693
isogroup188946	F4JTS8
isogroup188950	Q7Z5S9
isogroup188954	Q9HWG9
isogroup188973	Q80V70
isogroup189027	Q6P542
isogroup189039	P51568
isogroup18905	Q502M6
isogroup189070	A1Z713
isogroup189087	Q8VC03
isogroup189094	Q9DE46
isogroup1891	Q8TF62
isogroup189151	Q54PA9
isogroup189155	Q9LR64
isogroup189165	Q9KQH7
isogroup189185	Q54WR5
isogroup189186	O81864
isogroup189188	P26651
isogroup189233	A0A0I9QGZ2
isogroup189244	A8MT70
isogroup189273	Q9SXJ7
isogroup189317	Q8WU67
isogroup189318	P16157
isogroup189320	Q8VEH6
isogroup189340	Q05360
isogroup189348	O49707
isogroup189378	O60447
isogroup189411	Q863I4
isogroup189441	P19595
isogroup189449	Q5T0N1
isogroup189450	Q5R5L9
isogroup189462	Q8LB02
isogroup189474	Q54QP7
isogroup189480	O15865
isogroup189506	Q9LP45
isogroup189513	Q8WYR4
isogroup189519	P13533
isogroup189558	Q9BW30
isogroup18956	Q05549
isogroup189591	Q94C40
isogroup189597	Q7NZD1
isogroup189629	Q5KWK2
isogroup189630	Q9SLX0
isogroup189654	P0DMQ6
isogroup189659	Q43207
isogroup189674	Q9XVS4
isogroup189679	Q9FHN8
isogroup189688	H2QL32
isogroup189693	Q02171
isogroup189706	P56500
isogroup189716	H0YM25
isogroup189718	Q75IP6
isogroup189722	Q5N808
isogroup189724	P24733
isogroup189725	P36062
isogroup189726	Q7NDN8
isogroup189732	P43524
isogroup189767	B1JLQ5
isogroup189773	P04072
isogroup189778	Q99MZ6
isogroup189799	P25792
isogroup189814	Q67YE6
isogroup189815	P97571
isogroup189842	Q9NQT8
isogroup189845	Q9SMT7
isogroup189858	O74959
isogroup189866	Q6C2Y6
isogroup189870	Q4R828
isogroup189890	G5ECS8
isogroup189919	P32023
isogroup189921	Q9FM96
isogroup189932	A9BJ54
isogroup189936	P34791
isogroup189956	P96202
isogroup189963	Q12ID7
isogroup189975	B4IT27
isogroup189993	H2QL32
isogroup190001	O34586
isogroup190005	Q8TD30
isogroup190014	O34673
isogroup190033	P46822
isogroup190071	Q14980
isogroup190074	O15084
isogroup190086	B2AE04
isogroup19009	Q9ES88
isogroup190093	Q54VV7
isogroup190101	Q9VHS8
isogroup190108	Q0V9S9
isogroup190144	Q10716
isogroup190159	Q8T9S7
isogroup190161	P31787
isogroup190170	O59922
isogroup190178	Q6ZC69
isogroup190210	Q9VX39
isogroup190246	P37709
isogroup190254	A8HUA1
isogroup190256	P9WMP9
isogroup190263	Q6ZI17
isogroup190271	Q54GS1
isogroup190291	P0C605
isogroup190297	Q14679
isogroup190309	Q12797
isogroup190346	Q8CC88
isogroup190354	P48506
isogroup190357	Q26626
isogroup190360	Q8TDJ6
isogroup190376	Q64507
isogroup190379	Q13976
isogroup190401	Q9M8K7
isogroup190410	P9WQE3
isogroup190478	P59242
isogroup190480	A0A0R4IBK5
isogroup190485	Q9C9U5
isogroup19049	A4R1D5
isogroup190495	Q6Q1P4
isogroup190505	Q6AY17
isogroup190506	P0CG81
isogroup190518	Q9C0H6
isogroup190554	P80197
isogroup190567	Q9UKX3
isogroup190596	O64730
isogroup190621	Q8IWZ3
isogroup190640	Q5RFH1
isogroup190647	Q3AZB7
isogroup190656	Q4V793
isogroup190664	Q8R523
isogroup190672	Q10024
isogroup190678	D3YXG0
isogroup190683	O30408
isogroup190685	D8Q9M3
isogroup190703	Q6FRT2
isogroup190716	P0C8M8
isogroup190717	A7IQW5
isogroup190724	Q05360
isogroup190752	B7KGB7
isogroup190753	C3VPR6
isogroup190761	Q9SIC9
isogroup190763	P18266
isogroup190792	Q56078
isogroup190817	Q9SLG9
isogroup190819	Q0WN69
isogroup190829	P09095
isogroup190849	Q8YTC2
isogroup190877	Q7SXN5
isogroup190886	Q99323
isogroup190888	Q9Z1J2
isogroup190899	Q86VF5
isogroup190903	Q9HGY9
isogroup190906	L0MZK0
isogroup190923	P46228
isogroup190928	A2BFC9
isogroup190951	P04755
isogroup190961	Q8C8R3
isogroup191033	Q3TDQ1
isogroup191043	Q9ULJ7
isogroup191049	Q752D7
isogroup191064	Q2PC93
isogroup191082	D4P3R7
isogroup191090	A7HZ38
isogroup191121	Q8TC29
isogroup191156	Q96FG2
isogroup191159	P44910
isogroup191171	A6NCI4
isogroup191179	Q00808
isogroup191186	P81831
isogroup191189	Q4R834
isogroup191210	F4I1X0
isogroup191227	Q9LVQ8
isogroup19125	P25776
isogroup191293	Q8VZE7
isogroup191304	Q54QB1
isogroup191308	Q7ZYV9
isogroup191309	Q8RVL2
isogroup191336	Q6ZMW3
isogroup191357	P9WPJ9
isogroup191363	Q07617
isogroup191368	O13755
isogroup19137	A4YI89
isogroup191391	Q5SSI6
isogroup191394	O15865
isogroup191401	Q9VBP3
isogroup191404	Q46189
isogroup191425	Q4PHU9
isogroup191437	Q5ZIB2
isogroup191448	P77234
isogroup191449	Q54KI4
isogroup191454	Q4KLS8
isogroup191482	P30638
isogroup191488	Q8KG38
isogroup191490	P96202
isogroup191499	Q8H4S6
isogroup191503	P09195
isogroup191514	P93568
isogroup191520	Q80XJ3
isogroup191535	Q9USW3
isogroup191547	Q6IP59
isogroup191598	P02565
isogroup191601	Q9JKA9
isogroup191604	C9D7C2
isogroup191635	P34099
isogroup191639	Q6ZFZ4
isogroup191641	Q21MS8
isogroup191656	B9U3F2
isogroup191657	Q7T0Q5
isogroup191660	O42993
isogroup191661	Q5RKH1
isogroup191705	Q8BSN3
isogroup191706	Q5ZLX5
isogroup191711	Q96MR6
isogroup191715	B7GNF9
isogroup191732	P51903
isogroup191735	Q5XI57
isogroup191776	Q9VTC4
isogroup191816	Q9JLG8
isogroup191821	Q9M4S8
isogroup191854	Q96MW5
isogroup191864	P47808
isogroup191885	Q07949
isogroup191914	Q15149
isogroup191994	P35749
isogroup192026	O14717
isogroup192090	P23403
isogroup192123	Q39565
isogroup192126	P07746
isogroup192200	Q8AWF2
isogroup192233	Q39617
isogroup19224	Q99MI1
isogroup192254	Q42396
isogroup192258	Q9VKH0
isogroup192282	O73875
isogroup192285	Q86I06
isogroup19231	D6Y4U7
isogroup19233	O49595
isogroup192353	P56699
isogroup192354	Q23FE2
isogroup192368	Q6PQZ1
isogroup19237	P0CT30
isogroup192378	Q8RHI7
isogroup192393	B4NP88
isogroup192410	O48741
isogroup192416	P35748
isogroup192440	Q54VI1
isogroup192443	B7F845
isogroup192470	P48504
isogroup192535	Q8N8R3
isogroup192567	Q84L08
isogroup192600	P0CT61
isogroup1926000	P0CT61
isogroup192627	P32583
isogroup192631	P14100
isogroup192643	P41753
isogroup192659	B8QYR5
isogroup192691	P38149
isogroup192692	P26182
isogroup192720	P0DJ14
isogroup192751	Q52353
isogroup192812	Q5ZMT7
isogroup192813	Q12955
isogroup192818	Q8LBZ4
isogroup192880	P02350
isogroup192881	Q02753
isogroup192901	P34091
isogroup192954	Q9P0X4
isogroup193004	P44501
isogroup19305	P35100
isogroup193122	O29740
isogroup19317	Q6AXB2
isogroup193303	Q54XU5
isogroup19332	Q9P2K9
isogroup193361	P99029
isogroup193368	Q8L7U5
isogroup193417	A0T0L2
isogroup19349	Q9AV39
isogroup193498	P0CT84
isogroup193516	O42248
isogroup193518	Q45632
isogroup193578	P0CT78
isogroup193584	P13934
isogroup193598	Q54S90
isogroup193601	Q9LXG1
isogroup193652	P49211
isogroup193684	Q8L7K0
isogroup193730	A6KZJ9
isogroup193763	Q9LK65
isogroup193775	Q8BLR9
isogroup193786	Q69TN4
isogroup193790	Q9SM43
isogroup193824	P42525
isogroup19385	A3DF24
isogroup19386	Q5SM16
isogroup19388	O60182
isogroup193882	Q5ENN5
isogroup193891	P22793
isogroup19392	A8WYE4
isogroup193957	P58113
isogroup193996	P05434
isogroup194051	Q0DEC8
isogroup194063	E3WDQ9
isogroup194117	Q10AZ7
isogroup194141	Q8CC88
isogroup194145	P34244
isogroup19418	Q24270
isogroup194181	Q9LYN7
isogroup194210	A6QPE7
isogroup194234	Q9H9B1
isogroup194235	Q4UDE7
isogroup19426	P53933
isogroup194260	Q9HFQ2
isogroup194270	Q63881
isogroup194291	F4IJK6
isogroup194292	P51643
isogroup194298	Q54F23
isogroup194356	Q59754
isogroup194366	P34923
isogroup194381	Q5I0G4
isogroup194392	Q6K3R5
isogroup194397	P9WQE7
isogroup194436	Q6ZWJ8
isogroup194450	P23286
isogroup194473	A8KBL5
isogroup194487	P56272
isogroup194503	Q9USW3
isogroup194535	Q9FL12
isogroup194538	Q9EPU0
isogroup194623	Q6GIU7
isogroup194625	O54701
isogroup194658	Q9P2H3
isogroup194676	Q9LMT1
isogroup194730	Q41140
isogroup194738	P14735
isogroup194743	Q9UKX3
isogroup194767	P54985
isogroup194768	P05661
isogroup194827	Q6URW6
isogroup194830	O88751
isogroup194857	Q8BL66
isogroup194868	Q9ZWQ9
isogroup194877	P11179
isogroup194909	Q92953
isogroup194941	Q9P7T8
isogroup194965	Q6DIB5
isogroup194972	O54853
isogroup194976	Q8NFD2
isogroup194977	Q91ZR5
isogroup194987	C6KSS5
isogroup195012	A9PCL4
isogroup195020	F4K4C5
isogroup195117	P0DKC4
isogroup195124	O06179
isogroup195137	Q9LK16
isogroup195152	Q12552
isogroup195174	Q6URW6
isogroup195191	O88448
isogroup195204	P16884
isogroup195216	Q1XDK6
isogroup195275	B4JHI7
isogroup195312	P27514
isogroup195318	Q1RI31
isogroup195341	P41759
isogroup195357	Q9XFY6
isogroup195411	Q7ZWA3
isogroup195443	P09874
isogroup195444	O59922
isogroup195446	Q86VF5
isogroup195449	Q9SJY5
isogroup195473	Q9Z0Y8
isogroup195486	Q8RWY1
isogroup195497	Q8HXH0
isogroup195539	Q9LZ98
isogroup195542	O19105
isogroup195562	Q9LIC2
isogroup195568	A8NEP3
isogroup195591	P31414
isogroup195610	Q57772
isogroup195639	P26300
isogroup195652	P83373
isogroup195658	F4IIS5
isogroup195670	P22793
isogroup195679	Q7RJG2
isogroup195780	Q8I4B0
isogroup195792	P73387
isogroup195796	Q8GYH8
isogroup195822	Q5M7N9
isogroup195827	O43120
isogroup195841	Q5ZIA2
isogroup195858	P39398
isogroup195860	A9BHB5
isogroup195865	Q5UPP8
isogroup195870	Q6PGY5
isogroup19594	F4JZY1
isogroup195957	Q54LB8
isogroup195958	A9LIW2
isogroup195961	O15865
isogroup195962	Q9Y266
isogroup195968	Q54CX4
isogroup195989	P38942
isogroup195994	Q96UY2
isogroup195996	P23612
isogroup196013	Q2JJF6
isogroup196025	Q8VDD5
isogroup196029	A2A259
isogroup196048	O76083
isogroup196082	Q2IA00
isogroup196089	B0CFQ6
isogroup196090	Q9LEK8
isogroup196111	R1CW23
isogroup196117	Q9D2F5
isogroup196136	P34216
isogroup196146	Q8C1B2
isogroup196175	P0DKC4
isogroup196220	A0MFS9
isogroup196236	O88457
isogroup196244	Q5U680
isogroup196246	B9U3F2
isogroup196262	Q9FYL3
isogroup196265	Q8N9H8
isogroup196276	Q99383
isogroup196292	A2ASS6
isogroup196302	P0DPK2
isogroup196313	O94481
isogroup196335	P0CM58
isogroup196362	Q9LEK8
isogroup196363	Q28811
isogroup196372	Q9BWT6
isogroup196384	Q55CD9
isogroup196409	Q6K8J4
isogroup196413	Q9SG12
isogroup196430	Q55793
isogroup196440	G5E8K5
isogroup196465	Q9P7F1
isogroup196479	P36982
isogroup196493	Q8WXW3
isogroup196499	Q9SW17
isogroup196502	A4TED9
isogroup196505	Q55GU0
isogroup196508	P46942
isogroup196509	A3KPA3
isogroup196530	O43497
isogroup196539	A3KFU9
isogroup196551	P40421
isogroup1966	Q4WRQ4
isogroup196600	Q9BXW6
isogroup196605	Q2QAV0
isogroup196616	Q9SYB0
isogroup196635	Q5FPX9
isogroup196698	P81497
isogroup196716	Q5F478
isogroup196720	P51563
isogroup196721	Q8K1C0
isogroup196751	Q9NZJ4
isogroup196753	Q5DU56
isogroup196761	Q9T050
isogroup196766	Q9H4G4
isogroup196770	Q8C4U2
isogroup196774	Q5RBI7
isogroup196795	P27482
isogroup196815	Q92008
isogroup196817	Q58CR3
isogroup196821	P0AAR4
isogroup196853	Q3V3E1
isogroup196881	P33313
isogroup196896	Q9FF61
isogroup196897	Q84UQ1
isogroup196914	Q07176
isogroup196918	Q9M0Y8
isogroup196951	Q9UHC1
isogroup196959	J3S9D9
isogroup196970	Q54Q92
isogroup196986	Q0WLC6
isogroup196993	Q9LN49
isogroup197002	P28178
isogroup197006	D3Z8X7
isogroup19702	P60372
isogroup197022	P46942
isogroup197025	Q9C9U1
isogroup197051	P21447
isogroup197054	O93796
isogroup197090	Q8CIE4
isogroup197094	C3VEQ4
isogroup197113	Q5DU05
isogroup197134	P45798
isogroup197143	Q940G0
isogroup197160	Q7TQP6
isogroup197161	Q8WTJ4
isogroup197164	Q5Z9E2
isogroup197189	P46872
isogroup197253	Q8IVS2
isogroup197280	Q9ERK0
isogroup197288	Q8YRI1
isogroup1973	Q0RDS4
isogroup197327	O09053
isogroup197338	Q3KNI6
isogroup197340	Q9JKB0
isogroup197359	Q57251
isogroup19736	P43783
isogroup197375	Q29JQ0
isogroup197407	Q75HP9
isogroup197478	P05434
isogroup19748	Q2VB19
isogroup197491	Q3T0K1
